filial;referencia;categoria;subcategoria;valor_venda;qtde_estoque;status_foto;status_referencia;motivo_devolucao
cd sp;29.16438_0005;blusa;camisa;8955;45;sem foto;sem foto;0
cd sp;29.15351_04076;bermuda /short;short;7605;45;com foto;ativo no site;0
cd sp;29.14929_0005;blusa;top;5236;45;com foto;ativo no site;0
cd sp;29.13568_04032;blusa;blusa;6253;45;com foto;ativo no site;0
cd sp;29.00454_038;blusa;blusa;6705;45;sem foto;sem foto;0
cd sp;29.17146_0005;acessório;bracelete;5547;44;com foto;ativo no site;0
cd sp;29.14712_04015;casaco / jaqueta;casaco;5676;44;com foto;ativo no site;0
cd sp;29.13723_04006;blusa;blusa;2301;44;sem foto;sem foto;0
cd sp;29.14164_4451;blusa;blusa;4386;44;com foto;ativo no site;0
cd sp;29.16005_0005;acessório;bracelete;6258;43;com foto;ativo no site;0
cd sp;29.15151_0091;casaco / jaqueta;jaqueta;9847;43;com foto;ativo no site;0
cd sp;29.15054_04068;bermuda /short;short;4641;43;com foto;ativo no site;0
cd sp;29.04871_019;blusa;blusa;15007;43;com foto;desativado;problemas de qualidade do produto
cd sp;29.17138_0068;acessório;colar;5143;42;com foto;ativo no site;0
cd sp;29.15800_24667;blusa;top;2691;42;com foto;ativo no site;0
cd sp;29.15320_04035;bermuda /short;short;6981;42;com foto;ativo no site;0
cd sp;29.14970_00083;vestido;vestido;9269;42;com foto;ativo no site;0
cd sp;29.14666_0024;acessório;colar;3239;42;com foto;ativo no site;0
cd sp;29.14480_011;blusa;blusa;3168;42;com foto;ativo no site;0
cd sp;29.13386_949;casaco / jaqueta;jaqueta;9198;42;sem foto;sem foto;0
cd sp;29.12811_2608;vestido;vestido;6258;42;com foto;ativo no site;0
cd sp;29.02480_2604;saia;saia;6258;42;com foto;ativo no site;0
cd sp;29.17448_0005;blusa;blusa;5859;41;com foto;ativo no site;0
cd sp;29.17290_0068;acessório;colar;2208;41;com foto;ativo no site;0
cd sp;29.17043_0024;blusa;blusa;2725;41;com foto;desativado;falta de padrao no tamanho
cd sp;29.16537_0005;casaco / jaqueta;casaco;4023;41;com foto;ativo no site;0
cd sp;29.15013_0024;blusa;cropped;3762;41;com foto;ativo no site;0
cd sp;29.14747_27564;macacao;macaquinho;5174;41;com foto;ativo no site;0
cd sp;29.14653_0068;acessório;colar;4879;41;com foto;ativo no site;0
cd sp;29.13598_04031;bermuda /short;short;6368;41;com foto;ativo no site;0
cd sp;29.17396_2595;calca;calca;4833;40;sem foto;sem foto;0
cd sp;29.16691_0001;blusa;blusa;3366;40;com foto;foto tratamento;0
cd sp;29.16815_2614;blusa;blusa;5191;40;com foto;ativo no site;0
cd sp;29.16550_0091;calca;calca;4914;40;com foto;ativo no site;0
cd sp;29.16062_0005;blusa;blusa;4902;40;com foto;ativo no site;0
cd sp;29.14936_1511;vestido;vestido;9842;40;com foto;ativo no site;0
cd sp;29.14719_04060;blusa;top;2139;40;com foto;ativo no site;0
cd sp;29.13879_27254;blusa;top;3465;40;com foto;ativo no site;0
cd sp;29.14273_1573;vestido;vestido;9684;40;com foto;ativo no site;0
cd sp;29.14255_0288;vestido;vestido;6931;40;com foto;ativo no site;0
cd sp;29.13440_27000;bermuda /short;bermuda;4165;40;com foto;ativo no site;0
cd sp;29.04870_019;blusa;camisa;11960;40;com foto;desativado;problemas de qualidade do produto
cd sp;29.08852_2345;calca;calca;5560;40;com foto;desativado;problemas de qualidade do produto
cd sp;29.16352_30016;casaco / jaqueta;parka;10222;39;com foto;ativo no site;0
cd sp;29.15440_27590;blusa;blusa;6368;39;com foto;ativo no site;0
cd sp;29.15065_0024;vestido;vestido;4225;39;com foto;ativo no site;0
cd sp;29.14176_27282;calca;calca;4117;39;com foto;ativo no site;0
cd sp;29.14463_04010;blusa;blusa;1829;39;sem foto;sem foto;0
cd sp;29.13960_1652;saia;saia;4452;39;com foto;ativo no site;0
cd sp;29.13339_27005;blusa;blusa;3465;39;com foto;ativo no site;0
cd sp;29.17393_0068;acessório;bracelete;3762;38;com foto;ativo no site;0
cd sp;29.15807_0091;calca;calca;3874;38;com foto;ativo no site;0
cd sp;29.15437_27589;blusa;blusa;7511;38;com foto;ativo no site;0
cd sp;29.14812_27669;calca;calca;7164;38;com foto;ativo no site;0
cd sp;29.14674_04031;blusa;blusa;4522;38;com foto;ativo no site;0
cd sp;29.12009_2739;sapato;sandalia;5282;38;sem foto;sem foto;0
cd sp;29.17054_30006;vestido;vestido;8257;37;com foto;desativado;falta de padrao no tamanho
cd sp;29.17141_0199;acessório;bracelete;5088;37;com foto;desativado;produto diferente da imagem
cd sp;29.15943_04308;bermuda /short;bermuda;4726;37;com foto;ativo no site;0
cd sp;29.16495_30000;casaco / jaqueta;casaco;7252;37;com foto;ativo no site;0
cd sp;29.15612_04070;blusa;blusa;4865;37;com foto;ativo no site;0
cd sp;29.15618_0005;blusa;blusa;5088;37;com foto;ativo no site;0
cd sp;29.15215_04067;blusa;blusa;2772;37;com foto;ativo no site;0
cd sp;29.14258_2608;blusa;blusa;2403;37;com foto;ativo no site;0
cd sp;29.13854_0024;calca;calca;7786;37;com foto;ativo no site;0
cd sp;29.13554_04022;blusa;blusa;8365;37;com foto;ativo no site;0
cd sp;29.13507_27271;calca;calca;10323;37;com foto;ativo no site;0
cd sp;29.06579_931;calca;calca;14763;37;com foto;desativado;problemas de qualidade do produto
cd sp;29.16349_04328;casaco / jaqueta;jaqueta;7470;36;com foto;ativo no site;0
cd sp;29.14953_27577;saia;saia;2856;36;com foto;ativo no site;0
cd sp;29.14961_27597;blusa;blusa;4611;36;com foto;ativo no site;0
cd sp;29.13871_04019;blusa;top;3069;36;com foto;ativo no site;0
cd sp;29.14641_04018;acessório;anel;2065;36;com foto;ativo no site;0
cd sp;29.14525_0068;acessório;anel;2346;36;com foto;ativo no site;0
cd sp;29.12568_026;blusa;blusa;3204;36;sem foto;sem foto;0
cd sp;29.12651_034;vestido;vestido;5724;36;sem foto;sem foto;0
cd sp;29.13634_0024;blusa;blusa;5066;36;com foto;ativo no site;0
cd sp;29.17478_0024;blusa;camisa;4452;35;sem foto;sem foto;0
cd sp;29.16852_04312;blusa;blusa;4386;35;com foto;ativo no site;0
cd sp;29.16331_0091;calca;calca;6426;35;com foto;ativo no site;0
cd sp;29.14792_27412;bermuda /short;bermuda;3451;35;com foto;ativo no site;0
cd sp;29.14935_0024;blusa;blusa;2919;35;com foto;ativo no site;0
cd sp;29.14254_0288;blusa;blusa;4470;35;com foto;ativo no site;0
cd sp;29.16474_30018;colete / kimono;colete;5382;34;com foto;ativo no site;0
cd sp;29.16310_27554;blusa;blusa;1780;34;com foto;ativo no site;0
cd sp;29.15820_04030;calca;calca;8928;34;com foto;ativo no site;0
cd sp;29.14881_04035;blusa;blusa;3570;34;com foto;ativo no site;0
cd sp;29.13854_04017;calca;calca;6870;34;com foto;ativo no site;0
cd sp;29.13466_04007;blusa;blusa;2475;34;com foto;desativado;falta de padrao no tamanho
cd sp;29.15482_27591;vestido;vestido;5572;33;com foto;ativo no site;0
cd sp;29.16466_0005;casaco / jaqueta;casaco;8217;33;com foto;ativo no site;0
cd sp;29.16005_0024;acessório;bracelete;4619;33;com foto;ativo no site;0
cd sp;29.14892_27598;blusa;blusa;2580;33;com foto;ativo no site;0
cd sp;29.13772_04003;blusa;top;3689;33;com foto;ativo no site;0
cd sp;29.13927_1573;blusa;cropped;2133;33;com foto;foto tratamento;0
cd sp;29.17140_0068;acessório;colar;3725;32;com foto;ativo no site;0
cd sp;29.15452_27597;calca;calca;7409;32;com foto;ativo no site;0
cd sp;29.14708_04019;bolsa;bolsa;3096;32;com foto;ativo no site;0
cd sp;29.15465_0005;blusa;top;5239;32;com foto;ativo no site;0
cd sp;29.14778_04022;saia;saia;3197;32;com foto;ativo no site;0
cd sp;29.14670_0024;vestido;vestido;9269;32;com foto;ativo no site;0
cd sp;29.14341_04017;bermuda /short;short;5070;32;com foto;ativo no site;0
cd sp;29.13032_2687;vestido;vestido;5728;32;com foto;desativado;produto diferente da imagem
cd sp;29.13390_010;blusa;tunica;3058;32;com foto;ativo no site;0
cd sp;29.16637_04308;vestido;vestido;4475;31;com foto;foto tratamento;0
cd sp;29.15628_27593;vestido;vestido;7201;31;com foto;ativo no site;0
cd sp;29.14725_04068;blusa;blusa;2403;31;com foto;ativo no site;0
cd sp;29.15458_27662;blusa;top;2314;31;com foto;ativo no site;0
cd sp;29.15150_0061;blusa;top;3612;31;com foto;ativo no site;0
cd sp;29.14718_2279;blusa;camisa;4563;31;com foto;ativo no site;0
cd sp;29.14801_27414;blusa;blusa;2212;31;com foto;ativo no site;0
cd sp;29.14025_0091;calca;calca;4914;31;com foto;ativo no site;0
cd sp;29.14156_04003;blusa;blusa;3096;31;com foto;ativo no site;0
cd sp;29.13923_04002;blusa;blusa;2370;31;com foto;ativo no site;0
cd sp;29.13669_3194;bermuda /short;bermuda;3094;31;com foto;foto tratamento;0
cd sp;29.14011_1573;blusa;blusa;2071;31;com foto;ativo no site;0
cd sp;29.11702_2710;blusa;tunica;2047;31;com foto;ativo no site;0
cd sp;29.13513_27261;blusa;blusa;4770;31;com foto;ativo no site;0
cd sp;29.05102_2429;blusa;blusa;5859;31;sem foto;sem foto;0
cd sp;29.16678_0029;blusa;blusa;2212;30;com foto;ativo no site;0
cd sp;29.16535_0326;casaco / jaqueta;poncho;4975;30;com foto;ativo no site;0
cd sp;29.16535_1036;casaco / jaqueta;poncho;5572;30;com foto;ativo no site;0
cd sp;29.17287_0068;acessório;brinco;2507;30;com foto;ativo no site;0
cd sp;29.16592_04317;blusa;blusa;1869;30;com foto;foto tratamento;0
cd sp;29.17136_0068;acessório;colar;1780;30;com foto;ativo no site;0
cd sp;29.16497_0024;casaco / jaqueta;casaco;4475;30;com foto;ativo no site;0
cd sp;29.16051_30002;blusa;camisa;3401;30;com foto;ativo no site;0
cd sp;29.15451_27590;blusa;camisa;5572;30;com foto;ativo no site;0
cd sp;29.15435_27597;blusa;blusa;3975;30;com foto;ativo no site;0
cd sp;29.14692_04035;acessório;bracelete;4170;30;com foto;ativo no site;0
cd sp;29.14188_27300;saia;saia;3718;30;com foto;ativo no site;0
cd sp;29.13466_1652;blusa;blusa;2772;30;com foto;desativado;produto diferente da imagem
cd sp;29.16864_0024;blusa;camisa;2786;29;com foto;ativo no site;0
cd sp;29.15496_0024;vestido;vestido;8136;29;com foto;ativo no site;0
cd sp;29.15688_04074;blusa;top;828;29;com foto;ativo no site;0
cd sp;29.15425_04060;blusa;blusa;2212;29;com foto;ativo no site;0
cd sp;29.15471_04069;saia;saia;5174;29;com foto;ativo no site;0
cd sp;29.14360_0001;bermuda /short;bermuda;6474;29;com foto;ativo no site;0
cd sp;29.14536_0068;acessório;colar;1932;29;com foto;ativo no site;0
cd sp;29.14499_27282;vestido;vestido;4654;29;com foto;ativo no site;0
cd sp;29.13401_3194;blusa;blusa;2871;29;sem foto;sem foto;0
cd sp;29.07480_931;vestido;vestido;8671;29;sem foto;sem foto;0
cd sp;29.01914_2508;blusa;blusa;1372;29;com foto;ativo no site;0
cd sp;29.03075_2614;macacao;macacao;5174;29;sem foto;sem foto;0
cd sp;29.16939_04319;vestido;vestido;5258;28;com foto;ativo no site;0
cd sp;29.17247_0024;acessório;colar;1106;28;com foto;ativo no site;0
cd sp;29.16626_0005;blusa;top;588;28;com foto;desativado;problemas de qualidade do produto
cd sp;29.16162_27255;vestido;vestido;6692;28;com foto;ativo no site;problemas de qualidade do produto
cd sp;29.16318_0005;blusa;blusa;4293;28;com foto;ativo no site;0
cd sp;29.14939_04075;vestido;vestido;6417;28;com foto;ativo no site;0
cd sp;29.15464_27589;blusa;top;3892;28;com foto;ativo no site;0
cd sp;29.13968_04006;casaco / jaqueta;casaco;4833;28;com foto;ativo no site;0
cd sp;29.14268_741;vestido;vestido;3781;28;com foto;ativo no site;0
cd sp;29.14666_04017;acessório;colar;1975;28;com foto;ativo no site;0
cd sp;29.13921_0002;blusa;blusa;2133;28;com foto;ativo no site;0
cd sp;29.14408_0024;blusa;blusa;2079;28;com foto;ativo no site;0
cd sp;29.12923_0005;blusa;blusa;5292;28;sem foto;sem foto;0
cd sp;29.12507_0468;calca;calca;4452;28;com foto;ativo no site;0
cd sp;29.13404_027;calca;calca;1071;28;com foto;ativo no site;0
cd sp;29.16661_04317;vestido;vestido;2703;27;com foto;foto tratamento;0
cd sp;29.14809_27416;calca;calca;3058;27;com foto;ativo no site;0
cd sp;29.14857_27256;vestido;vestido;4833;27;sem foto;sem foto;0
cd sp;29.15439_27590;calca;calca;3626;27;com foto;ativo no site;0
cd sp;29.13649_27264;blusa;cropped;1424;27;com foto;foto tratamento;0
cd sp;29.10000_1403;acessório;cinto;1053;27;sem foto;sem foto;0
cd sp;29.06619_019;calca;calca;14823;27;com foto;desativado;problemas de qualidade do produto
cd sp;29.17157_04328;blusa;camisa;5174;26;sem foto;sem foto;0
cd sp;29.17116_0068;acessório;brinco;1881;26;com foto;ativo no site;0
cd sp;29.15190_27555;blusa;blusa;1343;26;com foto;ativo no site;0
cd sp;29.14230_04003;bolsa;bolsa;6138;26;com foto;ativo no site;0
cd sp;29.13041_0024;vestido;vestido;4378;26;com foto;desativado;falta de padrao no tamanho
cd sp;29.01664_019;blusa;blusa;1274;26;sem foto;sem foto;0
cd sp;29.17166_04323;blusa;top;87;25;com foto;desativado;falta de padrao no tamanho
cd sp;29.16710_04328;calca;calca;3058;25;com foto;ativo no site;0
cd sp;29.16750_0005;calca;calca;3401;25;sem foto;sem foto;0
cd sp;29.17419_04014;blusa;blusa;4296;25;com foto;ativo no site;0
cd sp;29.16390_30044;casaco / jaqueta;jaqueta;7898;25;com foto;ativo no site;0
cd sp;29.16479_30041;casaco / jaqueta;blazer;8341;25;com foto;ativo no site;0
cd sp;29.15497_27570;vestido;vestido;3626;25;com foto;ativo no site;0
cd sp;29.15916_30001;blusa;blusa;1068;25;com foto;ativo no site;0
cd sp;29.16362_04014;vestido;vestido;5976;25;sem foto;sem foto;0
cd sp;29.13801_04021;blusa;blusa;2079;25;com foto;ativo no site;0
cd sp;29.13162_2421;sapato;sandalia;4975;25;com foto;ativo no site;0
cd sp;29.16719_0005;blusa;camisa;1309;24;com foto;ativo no site;0
cd sp;29.16718_04302;vestido;vestido;2363;24;com foto;foto tratamento;0
cd sp;29.17109_0068;acessório;brinco;1416;24;sem foto;sem foto;0
cd sp;29.16906_04312;blusa;blusa;2786;24;com foto;ativo no site;0
cd sp;29.16082_0005;calca;calca;4776;24;sem foto;sem foto;0
cd sp;29.16451_0091;bermuda /short;short;1290;24;com foto;ativo no site;0
cd sp;29.16387_04328;casaco / jaqueta;casaco;7176;24;sem foto;sem foto;0
cd sp;29.15685_04022;bermuda /short;short;3498;24;com foto;ativo no site;0
cd sp;29.14840_27412;vestido;vestido;2641;24;com foto;ativo no site;0
cd sp;29.14973_0005;saia;saia;3339;24;com foto;ativo no site;0
cd sp;29.13930_0091;calca;calca;3938;24;com foto;ativo no site;0
cd sp;29.13886_27275;saia;saia;2704;24;com foto;desativado;produto diferente da imagem
cd sp;29.13863_04017;blusa;blusa;2178;24;com foto;desativado;falta de padrao no tamanho
cd sp;29.13066_0024;bermuda /short;short;2856;24;com foto;desativado;problemas de qualidade do produto
cd sp;29.02434_019;saia;saia;2376;24;sem foto;sem foto;0
cd sp;29.16367_04328;blusa;blusa;2261;23;com foto;desativado;produto diferente da imagem
cd sp;29.16277_27560;bermuda /short;short;3401;23;sem foto;sem foto;0
cd sp;29.15612_04069;blusa;blusa;1946;23;com foto;ativo no site;0
cd sp;29.15945_04308;blusa;blusa;2180;23;com foto;ativo no site;0
cd sp;29.15486_27589;vestido;vestido;5269;23;com foto;ativo no site;0
cd sp;29.16148_031;blusa;blusa;1744;23;com foto;ativo no site;0
cd sp;29.14851_27600;blusa;top;1683;23;com foto;ativo no site;0
cd sp;29.13805_04007;blusa;top;2737;23;com foto;ativo no site;0
cd sp;29.12817_3194;calca;calca;5727;23;com foto;ativo no site;0
cd sp;29.06052_019;saia;saia;3427;23;com foto;ativo no site;0
cd sp;29.16867_04014;vestido;vestido;1194;22;com foto;desativado;falta de padrao no tamanho
cd sp;29.16555_0024;blusa;blusa;3024;22;com foto;ativo no site;0
cd sp;29.16295_0091;blusa;camisa;3582;22;com foto;ativo no site;0
cd sp;29.15783_0001;vestido;vestido;4667;22;sem foto;sem foto;0
cd sp;29.14907_04074;blusa;blusa;1518;22;com foto;ativo no site;0
cd sp;29.14850_27413;blusa;top;1343;22;com foto;ativo no site;0
cd sp;29.14455_04006;calca;calca;2980;22;com foto;ativo no site;0
cd sp;29.14234_04019;sapato;sandalia;3107;22;com foto;ativo no site;0
cd sp;29.13915_4451;vestido;vestido;1287;22;com foto;desativado;produto diferente da imagem
cd sp;29.14231_0005;bolsa;bolsa;5859;22;com foto;ativo no site;0
cd sp;29.14347_27282;blusa;tunica;714;22;com foto;ativo no site;0
cd sp;29.14203_27282;vestido;vestido;5180;22;com foto;ativo no site;0
cd sp;29.12170_2687;calca;calca;3058;22;com foto;ativo no site;0
cd sp;29.13030_2734;macacao;macaquinho;4378;22;sem foto;sem foto;0
cd sp;29.05984_019;saia;saia;10978;22;com foto;desativado;produto diferente da imagem
cd sp;29.07525_019;vestido;vestido;14718;22;com foto;desativado;produto diferente da imagem
cd sp;29.16842_0005;blusa;blusa;1311;21;com foto;ativo no site;0
cd sp;29.16594_2206;blusa;blusa;1157;21;com foto;foto tratamento;0
cd sp;29.16904_0405;blusa;blusa;2587;21;com foto;ativo no site;0
cd sp;29.15839_04321;blusa;blusa;2071;21;com foto;ativo no site;0
cd sp;29.15922_30006;calca;calca;5229;21;com foto;ativo no site;0
cd sp;29.15631_27593;vestido;vestido;9980;21;com foto;ativo no site;0
cd sp;29.14982_0024;blusa;blusa;1580;21;com foto;ativo no site;0
cd sp;29.14472_026;blusa;top;1580;21;com foto;ativo no site;0
cd sp;29.13915_0024;vestido;vestido;1386;21;com foto;desativado;produto diferente da imagem
cd sp;29.13838_0024;blusa;blusa;2142;21;sem foto;sem foto;0
cd sp;29.10966_005;blusa;blusa;1683;21;sem foto;sem foto;0
cd sp;29.11509_792;sapato;rasteira;3759;21;sem foto;sem foto;0
cd sp;29.12586_0024;acessório;brinco;1239;21;sem foto;sem foto;0
cd sp;29.16854_04312;bermuda /short;short;903;20;com foto;ativo no site;0
cd sp;29.16656_30022;vestido;vestido;1859;20;com foto;ativo no site;0
cd sp;29.16428_0091;calca;calca;3180;20;com foto;foto tratamento;0
cd sp;29.15856_04303;blusa;blusa;2261;20;com foto;ativo no site;0
cd sp;29.15950_30014;casaco / jaqueta;casaco;6821;20;com foto;ativo no site;0
cd sp;29.14725_0024;blusa;blusa;1602;20;com foto;ativo no site;0
cd sp;29.14818_27665;vestido;vestido;2148;20;com foto;ativo no site;0
cd sp;29.14960_27597;saia;saia;4144;20;com foto;ativo no site;0
cd sp;29.13871_0005;blusa;top;1584;20;com foto;ativo no site;0
cd sp;29.10960_2617;blusa;blusa;790;20;com foto;ativo no site;0
cd sp;29.13403_027;colete / kimono;kimono;1788;20;com foto;ativo no site;0
cd sp;29.13621_04022;blusa;top;1112;20;com foto;ativo no site;0
cd sp;29.08852_903;calca;calca;2780;20;com foto;desativado;problemas de qualidade do produto
cd sp;29.16600_0005;blusa;bata;169;19;com foto;ativo no site;0
cd sp;29.16612_04317;blusa;cropped;897;19;com foto;foto tratamento;0
cd sp;29.15624_04070;vestido;vestido;3588;19;com foto;ativo no site;0
cd sp;29.16487_0024;blusa;blusa;3486;19;com foto;ativo no site;0
cd sp;29.15492_27590;vestido;vestido;7185;19;com foto;ativo no site;0
cd sp;29.16498_8240;blusa;blusa;1194;19;com foto;ativo no site;0
cd sp;29.16312_0024;vestido;vestido;1345;19;com foto;ativo no site;0
cd sp;29.14872_04060;vestido;vestido;1668;19;com foto;desativado;falta de padrao no tamanho
cd sp;29.15208_27605;vestido;vestido;2385;19;com foto;ativo no site;0
cd sp;29.15473_27589;vestido;vestido;3591;19;com foto;ativo no site;0
cd sp;29.13925_04007;blusa;blusa;1173;19;com foto;ativo no site;0
cd sp;29.13705_04002;vestido;vestido;1790;19;com foto;foto tratamento;0
cd sp;29.12659_3194;blusa;blusa;1311;19;sem foto;sem foto;0
cd sp;29.12413_2617;calca;calca;3211;19;sem foto;sem foto;0
